TransactionID,Date,AccountHolder,TransactionCode,TransactionDescription,Amount,SourceSortCode,SourceAccountNumber,DestinationSortCode,DestinationAccountNumber,Beneficiary,IBAN,SWIFT,SuspicionType,SuspicionNotes
SUS000859,2024-11-12,"Mitchell, Smith and Nicholson",CHQ,Cheque,2803.65,73-38-11,47914643,70-65-40,24252497,"Barker, Turner and Nicholson",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000860,2023-12-04,Harris Group,BGC,Bank Giro Credit,990.59,78-14-73,36924069,27-15-64,03343448,"Baker, Smith and Davies",,,Structuring,Many small deposits just below reporting threshold
SUS000861,2023-06-08,Clare Thompson,REF,Refund,161.95,74-65-71,88751878,60-27-52,72435561,Jones-Clark,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000862,2023-08-04,Wright and Sons,CHQ,Cheque,20547.51,80-32-32,13055447,42-67-26,28031031,Dr Carl Noble,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000863,2023-08-17,"Brooks, Potter and Griffiths",CSH,Cash transaction,953.0,28-54-81,60501013,14-11-68,75082009,Dr Kieran Collins,,,Structuring,Many small deposits just below reporting threshold
SUS000864,2025-01-18,Terry Jackson,FPO,Faster Payment Outgoing,2570.58,30-34-32,02983895,89-62-40,48159894,Ms Heather Wall,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000865,2024-05-09,Sarah Dickinson-White,FPO,Faster Payment Outgoing,17994.5,88-68-77,81239120,49-79-67,98720451,Nicole Baker,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000866,2023-03-23,Miss Lorraine Carpenter,ATM,ATM Transaction,77.69,36-40-89,72945473,63-43-73,38788153,Elliott Pugh-Carr,,,Round-Tripping,Funds sent back and forth between same entities
SUS000867,2025-04-06,Dr Gavin Jennings,FPO,Faster Payment Outgoing,9649.78,14-77-41,91432867,86-68-21,29261890,Mrs Charlotte Griffiths,,,Money Laundering,Large international transactions with no clear source
SUS000868,2025-03-31,Ms Kelly Reid,FPO,Faster Payment Outgoing,14219.93,84-36-55,20599871,35-97-68,62017433,Teresa Daniels,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000869,2024-10-13,Miss Anne Wright,TFR,Transfer,1718.93,19-54-60,73557041,98-18-26,61220256,Graeme Miller,,,Round-Tripping,Funds sent back and forth between same entities
SUS000870,2024-11-18,Mr Charlie Evans,ATM,ATM Transaction,381.66,12-17-64,89082106,78-98-35,18499014,Butcher-Hodgson,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000871,2023-04-07,Roberts Inc,FPO,Faster Payment Outgoing,8714.57,88-57-12,41735720,90-69-38,07013813,Kathleen Oliver,,,Money Laundering,Large international transactions with no clear source
SUS000872,2023-01-12,Smith-Davies,REF,Refund,369.7,48-46-98,30652841,57-49-48,91901610,Dale Walker,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000873,2024-10-02,Emma Abbott,CHQ,Cheque,18627.59,89-74-66,04423826,68-74-26,58702920,Patel and Sons,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000874,2024-03-02,Donna Moore-Khan,FPO,Faster Payment Outgoing,21180.71,49-99-93,05008815,49-84-83,63673759,Whitehead LLC,,,Money Laundering,Large international transactions with no clear source
SUS000875,2025-04-11,Amber Bryant,CHQ,Cheque,18274.3,30-33-84,20448957,82-63-68,06926587,Anna Khan,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000876,2023-08-04,Hussain-Henderson,CHQ,Cheque,21366.24,57-58-80,51520008,66-41-12,40740657,Brett Lee,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000877,2025-01-28,Rachael Hussain,MT103,SWIFT Credit Transfer,19542.26,18-75-90,80742609,74-57-98,13860716,"Ford, Matthews and White",DE96742080951157453536,EYNAGBTRBPH,Money Laundering,Large international transactions with no clear source
SUS000878,2023-11-04,Sean Burgess-Carpenter,CHQ,Cheque,22368.78,25-79-69,83163718,99-85-62,00202034,Dr Colin Thomas,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000879,2024-03-05,Marc Harris,ATM,ATM Transaction,322.45,76-99-57,78893702,82-36-59,82913669,Smith-Bevan,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000880,2024-03-31,Iain John-Kerr,ATM,ATM Transaction,230.52,84-88-94,71509414,58-29-37,97687441,"Potter, Walsh and Dawson",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000881,2024-04-18,Miss Helen Johnson,BGC,Bank Giro Credit,996.15,32-42-51,71099650,10-55-92,25890702,Oliver Inc,,,Structuring,Many small deposits just below reporting threshold
SUS000882,2024-11-04,Williams Inc,FPO,Faster Payment Outgoing,4937.2,67-53-88,51759741,42-55-91,04447358,Mrs Tracey Wade,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000883,2023-02-23,Christine Patel-Webster,REF,Refund,998.51,69-20-27,88329800,82-75-61,95757398,Freeman-Taylor,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000884,2023-07-12,Barbara Dean,FPO,Faster Payment Outgoing,17062.32,75-77-61,35743192,39-46-27,83305836,Lucas-Turner,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000885,2023-10-06,Janice Allen-Dodd,FPO,Faster Payment Outgoing,20637.04,19-21-69,64571864,97-95-31,46385994,"Dobson, Wall and Gray",,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000886,2024-10-05,Lauren Scott,TFR,Transfer,3650.73,88-77-28,68410448,96-25-29,77842651,Jeremy Jenkins,,,Round-Tripping,Funds sent back and forth between same entities
SUS000887,2024-03-23,"Gibson, Clements and Taylor",FPO,Faster Payment Outgoing,24864.65,27-41-99,73648139,63-50-46,65728123,Alexandra Simmons,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000888,2023-01-14,"Moore, Wallace and Barton",ATM,ATM Transaction,209.11,32-13-33,02026725,36-28-54,03938817,Declan Barnett,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000889,2023-03-09,Bennett-Jones,CHQ,Cheque,2060.39,49-74-88,83264321,73-60-74,88695417,Jenna Morris-Shepherd,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000890,2023-09-21,Stephens-Hutchinson,ATM,ATM Transaction,170.29,39-67-58,99691712,19-75-38,80680941,Carl Smith,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000891,2025-02-02,Matthew Martin,TFR,Transfer,4506.74,44-25-23,02400702,78-19-89,84710855,James PLC,,,Round-Tripping,Funds sent back and forth between same entities
SUS000892,2025-02-14,"Glover, Woods and Reed",ATM,ATM Transaction,349.27,29-88-91,74301776,44-84-24,62788783,Louise Barber,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000893,2023-08-28,Collins-Stevens,ATM,ATM Transaction,390.92,37-16-99,49461249,88-71-63,33441167,Stanley Price,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000894,2024-07-25,Miller-Edwards,FPO,Faster Payment Outgoing,23385.86,24-25-94,75839715,78-81-40,28418579,Gary Robertson-Long,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000895,2024-02-03,Mr Carl Bray,TFR,Transfer,1093.84,17-10-58,36148309,55-29-59,99831973,Jasmine Wilkinson,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000896,2024-12-27,Angela Green,ATM,ATM Transaction,126.56,34-94-90,96860543,80-54-96,08113443,Ms Paige Miller,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000897,2024-07-19,Mr Dylan Gray,REF,Refund,571.82,92-74-15,67941451,82-65-84,41449390,Fox Group,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000898,2024-07-18,Mr Gerard Parker,REF,Refund,27.04,22-98-13,77272947,89-93-17,06971230,Hanson-Hewitt,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000899,2023-08-05,Taylor Inc,ATM,ATM Transaction,58.46,89-87-17,44795485,97-72-36,06896305,Ms Kerry Ahmed,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000900,2024-09-05,Vanessa Lees,MT103,SWIFT Credit Transfer,7891.95,22-92-79,44362983,40-22-82,40460192,Danny Mills,DE30718129123949046725,IZXIGBBNXX9,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000901,2023-03-25,Wall Group,SEPA,SEPA Credit Transfer,8282.91,69-18-37,88711399,58-11-33,04819844,Vincent Simpson,DE49148756412060888666,HVIEGBUBJZQ,Money Laundering,Large international transactions with no clear source
SUS000902,2023-10-19,Jones Group,FPO,Faster Payment Outgoing,22378.25,81-74-32,95895939,10-36-59,11856517,Jamie Curtis,,,Money Laundering,Large international transactions with no clear source
SUS000903,2023-02-05,"Phillips, Newton and Smith",FPO,Faster Payment Outgoing,63.79,78-67-27,01634347,81-90-48,63581608,Valerie Simpson,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000904,2023-08-07,Miss Stacey Gray,TFR,Transfer,2827.0,93-70-56,31875430,82-45-38,62637955,Jacqueline Stewart-Lewis,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000905,2024-11-12,Singh-Ellis,CHQ,Cheque,11430.39,82-15-72,72040390,51-37-43,18972588,Dr Trevor Miller,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000906,2023-02-24,John Forster-Smith,ATM,ATM Transaction,499.69,15-48-24,61112082,22-78-57,01238118,Denis Watts,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000907,2023-05-29,Mr Timothy Webb,REF,Refund,502.34,10-90-55,33337903,68-73-22,78287221,Francis Collins,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000908,2025-02-07,Abigail Wilson,SEPA,SEPA Credit Transfer,5230.14,68-73-31,40809262,77-52-31,79892675,Hilary Wood,DE64837339717507723553,HUIBGBMN5DU,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000909,2025-02-03,"Jones, Gibbs and Watkins",FPO,Faster Payment Outgoing,24545.67,59-13-20,65874785,52-41-95,67939253,Lucy Scott,,,Money Laundering,Large international transactions with no clear source
SUS000910,2023-06-29,Miss Carole Baker,ATM,ATM Transaction,408.02,49-40-49,26101758,49-35-44,95682544,Stuart Kaur,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000911,2025-03-29,Reece Kent,FPO,Faster Payment Outgoing,20011.96,46-66-93,71120253,27-40-42,24333245,Dr Patrick Stone,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000912,2024-01-28,Mr Martin Smith,FPO,Faster Payment Outgoing,1178.01,17-62-65,69731608,28-95-46,21161313,Tony Campbell-Pritchard,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000913,2024-02-01,Geoffrey Wilkinson,MT103,SWIFT Credit Transfer,10205.85,89-34-85,30306498,99-94-81,69650996,Dr Dylan Martin,DE39140065284070376767,IAQBGBLW01H,Money Laundering,Large international transactions with no clear source
SUS000914,2024-06-30,Teresa Taylor-Taylor,FPO,Faster Payment Outgoing,13712.9,39-27-11,23326912,58-38-78,99147881,Mr Kenneth Palmer,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000915,2023-06-11,Lee Cross,TFR,Transfer,3388.26,40-18-78,74235158,71-89-21,46492378,Mrs Barbara Parkin,,,Round-Tripping,Funds sent back and forth between same entities
SUS000916,2025-03-07,Rowley-Thomas,FPO,Faster Payment Outgoing,14168.3,18-20-28,01371558,17-97-47,80657200,Phillip Price,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000917,2024-06-22,Marian Law-Harris,REF,Refund,961.19,75-18-65,41434352,63-33-66,57569937,Amber Green-Johnson,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000918,2023-06-01,Wright-Harvey,ATM,ATM Transaction,256.51,75-94-83,24060028,47-58-34,97397507,Natalie Kemp,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000919,2023-11-07,Richard Morgan,CSH,Cash transaction,965.05,27-83-51,69610012,11-82-94,49240672,Hussain PLC,,,Structuring,Many small deposits just below reporting threshold
SUS000920,2023-04-28,Dr Rachael Simmons,REF,Refund,992.74,58-70-25,64077541,19-18-50,11638303,Mr Martyn Spencer,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000921,2023-04-08,Colin O'Donnell,REF,Refund,262.74,62-37-74,21795426,97-59-16,40630017,Lauren Buckley,,,Round-Tripping,Funds sent back and forth between same entities
SUS000922,2025-01-19,"Richardson, Jones and Peacock",CHQ,Cheque,4080.13,53-80-85,76269474,69-80-97,20600477,Dr Robert McDonald,,,Round-Tripping,Funds sent back and forth between same entities
SUS000923,2024-01-08,"Bradley, Kemp and King",FPO,Faster Payment Outgoing,983.37,95-31-74,42912591,83-72-39,98535128,Sophie Gray,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000924,2024-12-27,Morris Ltd,FPO,Faster Payment Outgoing,17363.03,31-71-41,01433492,46-39-42,55265348,Pratt-Richardson,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000925,2023-12-28,Karen Foster,MT103,SWIFT Credit Transfer,6102.52,56-70-31,67704176,26-47-32,09397535,Stanley Wood-Johnson,DE90950794515052003210,KFNFGBCZ0CT,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000926,2025-02-12,Denise Dodd-Daniels,FPO,Faster Payment Outgoing,19269.61,13-55-24,03484369,19-90-73,58910146,Owen-Robinson,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000927,2025-01-17,Marcus Young,REF,Refund,718.05,30-99-39,48436330,38-69-18,25440008,Dr Dorothy White,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000928,2024-03-05,Edwards Inc,CHQ,Cheque,4002.49,59-82-87,72020793,39-82-66,40705068,Turner-Davies,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000929,2024-11-15,Raymond Smith,TFR,Transfer,766.78,70-51-66,02808843,60-84-88,63658094,Dr Reece Thompson,,,Round-Tripping,Funds sent back and forth between same entities
SUS000930,2025-01-14,Gerald Davis-James,CHQ,Cheque,23459.26,12-22-59,82142447,58-33-98,20360117,Catherine Khan,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000931,2024-01-22,Malcolm Young-Robertson,TFR,Transfer,1098.72,63-94-19,74480775,97-47-92,54411199,Carl Jones,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000932,2023-05-28,Adams Ltd,TFR,Transfer,24869.89,50-61-25,44454936,58-10-45,65235530,Josephine Griffiths,,,Money Laundering,Large international transactions with no clear source
SUS000933,2024-03-05,"Martin, Lucas and Lewis",SEPA,SEPA Credit Transfer,21727.62,45-13-16,93199699,11-18-65,86911034,Albert Smith,DE88254194656454034033,RHEVGBUFF5W,Money Laundering,Large international transactions with no clear source
SUS000934,2023-04-19,Dr Jacob Cook,CHQ,Cheque,23433.86,26-67-66,33106721,52-17-97,21628951,Michael Moore-Williams,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000935,2023-12-13,Jacob Hart,FPO,Faster Payment Outgoing,9956.99,38-69-90,25116591,36-32-94,45219758,Swift and Sons,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000936,2024-09-27,Heather Mann-Jones,FPO,Faster Payment Outgoing,4207.02,69-51-75,81624379,35-66-38,10534769,Jenna Norton,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000937,2024-09-13,Green-Ahmed,MT103,SWIFT Credit Transfer,694.01,46-63-48,68952165,45-45-31,37734895,Harris-Thomas,DE80888754642536023308,INNUGBL39CT,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000938,2023-12-23,Katherine Fitzgerald,REF,Refund,521.82,97-45-67,12931018,49-76-24,58157370,"Morgan, Davis and May",,,Fake Refunds,Frequent large refunds without matching purchases
SUS000939,2023-11-13,Chambers PLC,CHQ,Cheque,23502.88,79-10-98,99873757,12-29-67,59282512,Burton Group,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000940,2023-03-29,Terry Griffiths-Macdonald,ATM,ATM Transaction,296.55,14-11-71,54835218,81-45-29,50716726,Campbell-Welch,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000941,2025-01-17,Fiona Newton,CHQ,Cheque,22898.22,56-66-93,76761770,39-37-50,48609024,Mr Oliver Jackson,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000942,2025-02-01,Gavin Bruce,REF,Refund,646.93,11-88-95,80692630,52-78-85,62370595,Sean Carroll-Wilson,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000943,2023-12-21,Howard Group,TFR,Transfer,9866.54,81-28-68,23056885,40-25-48,29440278,Goodwin PLC,,,Money Laundering,Large international transactions with no clear source
SUS000944,2024-04-23,Molly Curtis,TFR,Transfer,2689.78,97-35-66,08392721,86-88-80,94645544,Martin Roberts,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000945,2023-02-26,Julia Randall,CHQ,Cheque,4596.68,43-20-45,18458330,10-94-53,46743449,"Slater, Steele and Hart",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000946,2023-06-27,Kathleen Ball,TFR,Transfer,519.04,69-32-25,19086242,26-82-99,91732540,Julian Robertson,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000947,2024-01-01,Molly Stokes-Taylor,CHQ,Cheque,596.47,55-25-85,68457216,83-29-31,43840648,Dr Nicholas Jones,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000948,2024-06-27,Williams LLC,CHQ,Cheque,3254.07,72-78-63,12161754,32-30-90,64682443,Elliot Mitchell,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000949,2025-04-13,Jonathan Jones,FPO,Faster Payment Outgoing,441.57,80-49-52,08249410,17-87-64,83772287,Brett Hunter,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000950,2025-04-27,Phillip Shaw-Moore,ATM,ATM Transaction,152.37,78-51-79,41178388,91-59-71,04510444,Owen Hunt,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000951,2023-09-29,Mr Roger Reynolds,ATM,ATM Transaction,383.6,67-88-18,17273447,91-16-79,32951957,Angela Grant,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000952,2024-07-16,Dr Elliott Smith,CHQ,Cheque,12322.91,60-60-61,34699104,81-22-95,18208839,Kyle Martin,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000953,2024-07-29,Clive Richardson-Johnson,SEPA,SEPA Credit Transfer,8202.97,15-22-80,99759698,46-82-51,83628608,Coles Ltd,DE83864071765703872410,IHCSGB344NF,Money Laundering,Large international transactions with no clear source
SUS000954,2023-05-05,Sharp-Walker,TFR,Transfer,4516.13,45-37-89,74915929,77-47-22,83924868,Jill Wilson-Jennings,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000955,2025-03-14,Julian Sutton,FPO,Faster Payment Outgoing,15285.04,51-79-11,95000399,46-95-34,49153309,Rosie King,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000956,2025-02-02,Leanne Wood-Dean,REF,Refund,697.25,54-11-66,48042906,45-90-90,46607395,Catherine Collins,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000957,2023-11-16,Angela Thomas,TFR,Transfer,1169.55,49-25-32,55414525,55-41-12,37719483,Dominic Dean-Graham,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000958,2023-08-05,Oliver George,REF,Refund,705.87,52-73-57,44543240,62-52-55,97073441,Mr Richard Collier,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000959,2023-09-24,Baker Ltd,REF,Refund,352.35,17-84-70,74090099,68-82-41,82359994,Clifford Brown,,,Fake Refunds,Frequent large refunds without matching purchases
